email_content,original_label,type,method,prediction,llm_detection
"Re: sa-learn --ham ground rules From: ""Gene Heskett"" 
Sent: Friday, 2008, February 08 16:43


> On Friday 08 February 2008, Karsten Bräckelmann wrote:
>>On Fri, 2008-02-08 at 01:49 -0500, Gene Heskett wrote:

>>> The command that kmail issues to it is:
>>> sa-learn --ham  /root/Mail/(foldername)/cur
>>
>>You're not using root as your ordinary user account, do you !?
>>
>>  guenther
>
> In fact I do, but I have myself somewhat in a sandbox as all the mail 
> handling
> stuff except kmail runs as an unprivileged user, and kmail pulls incoming
> from that mailbox in /var.  I've been doing that for about 2-3 of years,
> started it back at FC2.  And running as root since RH5.1.  Yeah, I'm an
> un-repentant old fart.

Gene, how many times have I told you ""don't do that with Linux""? Old fart
or not, you broke it. Now you get to fix it.

You declared you run all mail handling as an unprivileged user. Then you try
to run sa-learn as root on root's mailbox. There is rather a problem there 
if
you think about it. Sit and ruminate a few minutes. Seriously - think.

Have you considered what you are doing and where at least one
hyper-obvious problem lies?

If you're not banging your forehead and screaming ""Doh!"" by now here is the
clue bat. If you've figured it out, ""DUCK!""

SpamAssassin will be using a Bayes database collected as that unprivileged
user. It cannot use one generated as root and placed in root's directory
structure. The last I knew you were trying to use per user Bayes. So
sa-learn as root will build the file in a place the unprivileged process
cannot access AND will likely leave the file with privileges that prevent
access by that unprivileged user.

That's issue one for you to fix.

And if you don't fix your errant ways mama's gonna whup you good.

What size machine are you trying to work on? How deep into your swap
file are you when you run sa-learn?

{^_^}   Joanne, ashamed I've known you all these years, Gene. You shame
        me by not taking advice repeated virtually every time we
        communicate.",legit,Human-written,ai,legit,Human-written
"Re: sa-learn --ham ground rules From: ""Gene Heskett"" 
Sent: Friday, 2008, February 08 16:43


> On Friday 08 February 2008, Karsten Bräckelmann wrote:
>>On Fri, 2008-02-08 at 01:49 -0500, Gene Heskett wrote:

>>> The command that kmail issues to it is:
>>> sa-learn --ham  /root/Mail/(foldername)/cur
>>
>>You're not using root as your ordinary user account, do you !?
>>
>>  guenther
>
> In fact I do, but I have myself somewhat in a sandbox as all the mail 
> handling
> stuff except kmail runs as an unprivileged user, and kmail pulls incoming
> from that mailbox in /var.  I've been doing that for about 2-3 of years,
> started it back at FC2.  And running as root since RH5.1.  Yeah, I'm an
> un-repentant old fart.

Gene, how many times have I told you ""don't do that with Linux""? Old fart
or not, you broke it. Now you get to fix it.

You declared you run all mail handling as an unprivileged user. Then you try
to run sa-learn as root on root's mailbox. There is rather a problem there 
if
you think about it. Sit and ruminate a few minutes. Seriously - think.

Have you considered what you are doing and where at least one
hyper-obvious problem lies?

If you're not banging your forehead and screaming ""Doh!"" by now here is the
clue bat. If you've figured it out, ""DUCK!""

SpamAssassin will be using a Bayes database collected as that unprivileged
user. It cannot use one generated as root and placed in root's directory
structure. The last I knew you were trying to use per user Bayes. So
sa-learn as root will build the file in a place the unprivileged process
cannot access AND will likely leave the file with privileges that prevent
access by that unprivileged user.

That's issue one for you to fix.

And if you don't fix your errant ways mama's gonna whup you good.

What size machine are you trying to work on? How deep into your swap
file are you when you run sa-learn?

{^_^}   Joanne, ashamed I've known you all these years, Gene. You shame
        me by not taking advice repeated virtually every time we
        communicate.",legit,Human-written,deterministic,legit,Human-written
"[Bug 5761] spamc/spamd 'make test' failures in FreeBSD jail http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5761





------- Additional Comments From wrzzpv@sidney.com  2008-02-09 16:27 -------
there is a typo in comment #36 in the example which should be

make test SPAMD_LOCALHOST=10.1.2.3





------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,ai,legit,Human-written
"[Bug 5761] spamc/spamd 'make test' failures in FreeBSD jail http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5761





------- Additional Comments From wrzzpv@sidney.com  2008-02-09 16:27 -------
there is a typo in comment #36 in the example which should be

make test SPAMD_LOCALHOST=10.1.2.3





------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,deterministic,legit,Human-written
"Emerging Technologies Friday Update (02/08/2008) 



Technology Review Daily Update








All newsletters are sent from the domain ""trnewsletter.com."" Please use the domain name (not the entire ""from"" address, which varies) when configuring e-mail or spam filter rules, if you have them.












 



Friday, February 08, 2008
Send to a Colleague
Large-Scale Rewritable Holograms by Kevin Bullis

							A new material allows researchers to write and erase 3-D images for displays.

http://www.technologyreview.com/Nanotech/20175/?nlid=863

Knee Power by Stephen Ornes

							A new human-powered generator tries to capture walking energy.
http://www.technologyreview.com/Infotech/20177/?nlid=863

A Window into Alzheimer's by Jocelyn Rice

							Advances in imaging shed light on how the disease develops.
http://www.technologyreview.com/Biotech/20178/?nlid=863

Chief of Japan's Softbank in talks with Yahoo about Microsoft takeover bid by Associated Press

http://www.technologyreview.com/Wire/20174/?nlid=863

Google releases new online software for businesses in latest swipe at Microsoft by Associated Press

http://www.technologyreview.com/Wire/20173/?nlid=863

Israeli startup to launch tiny phone that slips into MP3, GPS gadgets by Associated Press

http://www.technologyreview.com/Wire/20172/?nlid=863

Yahoo's CEO says company still exploring alternatives to Microsoft's $44.6 billion bid by Associated Press

http://www.technologyreview.com/Wire/20171/?nlid=863













Current Issue
Table of Contents
Subscribe and save 41%
Subscribe to Technology Review Digital







Subscribe | Change Address | Advertise | Privacy Policy | 
Contact


TR 35
TR 35 Call for Nominations
					   Do you know a young innovator who is going to change the future of technology? If you know someone under the age of 35 whose work in IT, biotech, medicine, materials science, energy, or transportation is making a significant impact, nominate them NOW for the 2008 TR35 awards! Nominations close February 29, 2008. 







ADVERTISEMENT



										Manage Servers with Group Policy
Learn how to streamline the management of your servers, reduce costs and secure your critical assests.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=0     

Delegate Administrative Privilege
Learn how to implement a successful delegation model without exposing critical assests to unnecessary risk.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=1     

Hosted CRM Buyers Guide
Learn what a Hosted CRM system can do for you and understand what issues you should consider during your decision-making process.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=2     

Hosted CRM Comparison Guide
Compare CRM vendors through a breakdown of their features. Find out how each vendor is structured to solve organizations CRM needs.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=3     

Premise PBX Comparison Guide
Compare leading VoIP Phone System and IP PBX companies.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=4     

Premise PBX Buyer's Guide
Buyer's guide outlining what to look for, how to buy, what you can expect to pay, and how to get the most out of your investment in VoIP.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=5












Resources
Technology Review Research Panel
						Technology Review has built a community of experts who want to share their opinions about technology-related products and services. We are now opening up membership -- and hope you will participate. We're asking for your honest opinion via online surveys. As a thank-you, each time you participate, we'll reciprocate with information, cash, and other rewards. Please join today!


 





If you cannot view the HTML newsletter, click here to read it at our   website.
                        You are currently subscribed to the Daily Update Newsletter as tjm@cognosys.net. To unsubscribe or change your   e-mail address, click here.
This email was sent by: MIT Technology Review
                        1 Main Street, 7th Floor Cambridge, MA 02142 USA



 


Copyright 2007 Technology Review, Inc. All Rights Reserved.",legit,Human-written,ai,legit,Human-written
"Emerging Technologies Friday Update (02/08/2008) 



Technology Review Daily Update








All newsletters are sent from the domain ""trnewsletter.com."" Please use the domain name (not the entire ""from"" address, which varies) when configuring e-mail or spam filter rules, if you have them.












 



Friday, February 08, 2008
Send to a Colleague
Large-Scale Rewritable Holograms by Kevin Bullis

							A new material allows researchers to write and erase 3-D images for displays.

http://www.technologyreview.com/Nanotech/20175/?nlid=863

Knee Power by Stephen Ornes

							A new human-powered generator tries to capture walking energy.
http://www.technologyreview.com/Infotech/20177/?nlid=863

A Window into Alzheimer's by Jocelyn Rice

							Advances in imaging shed light on how the disease develops.
http://www.technologyreview.com/Biotech/20178/?nlid=863

Chief of Japan's Softbank in talks with Yahoo about Microsoft takeover bid by Associated Press

http://www.technologyreview.com/Wire/20174/?nlid=863

Google releases new online software for businesses in latest swipe at Microsoft by Associated Press

http://www.technologyreview.com/Wire/20173/?nlid=863

Israeli startup to launch tiny phone that slips into MP3, GPS gadgets by Associated Press

http://www.technologyreview.com/Wire/20172/?nlid=863

Yahoo's CEO says company still exploring alternatives to Microsoft's $44.6 billion bid by Associated Press

http://www.technologyreview.com/Wire/20171/?nlid=863













Current Issue
Table of Contents
Subscribe and save 41%
Subscribe to Technology Review Digital







Subscribe | Change Address | Advertise | Privacy Policy | 
Contact


TR 35
TR 35 Call for Nominations
					   Do you know a young innovator who is going to change the future of technology? If you know someone under the age of 35 whose work in IT, biotech, medicine, materials science, energy, or transportation is making a significant impact, nominate them NOW for the 2008 TR35 awards! Nominations close February 29, 2008. 







ADVERTISEMENT



										Manage Servers with Group Policy
Learn how to streamline the management of your servers, reduce costs and secure your critical assests.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=0     

Delegate Administrative Privilege
Learn how to implement a successful delegation model without exposing critical assests to unnecessary risk.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=1     

Hosted CRM Buyers Guide
Learn what a Hosted CRM system can do for you and understand what issues you should consider during your decision-making process.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=2     

Hosted CRM Comparison Guide
Compare CRM vendors through a breakdown of their features. Find out how each vendor is structured to solve organizations CRM needs.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=3     

Premise PBX Comparison Guide
Compare leading VoIP Phone System and IP PBX companies.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=4     

Premise PBX Buyer's Guide
Buyer's guide outlining what to look for, how to buy, what you can expect to pay, and how to get the most out of your investment in VoIP.
http://www.technologyreview.com/nlct.aspx?nlid=863&t=a&nlaid=907&anum=a2b&bln=5












Resources
Technology Review Research Panel
						Technology Review has built a community of experts who want to share their opinions about technology-related products and services. We are now opening up membership -- and hope you will participate. We're asking for your honest opinion via online surveys. As a thank-you, each time you participate, we'll reciprocate with information, cash, and other rewards. Please join today!


 





If you cannot view the HTML newsletter, click here to read it at our   website.
                        You are currently subscribed to the Daily Update Newsletter as tjm@cognosys.net. To unsubscribe or change your   e-mail address, click here.
This email was sent by: MIT Technology Review
                        1 Main Street, 7th Floor Cambridge, MA 02142 USA



 


Copyright 2007 Technology Review, Inc. All Rights Reserved.",legit,Human-written,deterministic,legit,Human-written
"Science Scienceexpress Notification for 7 Feb 2008 


Science Online Science Express Alert





























>Current Issue |
>Previous Issue |
>Science Express |
>Science Products |

>My Science |
>About the Journal










Science Online Science Express Alert
New Science Science Express articles have been made available(for the period 31 Jan 2008 to 7 Feb 2008):
        



Reports

 Use of U.S. Croplands for Biofuels Increases Greenhouse Gases Through Emissions from Land Use Change
	
	Timothy Searchinger, Ralph Heimlich, R. A. Houghton, Fengxia Dong, Amani Elobeid, Jacinto Fabiosa, Simla Tokgoz, Dermot Hayes, and Tun-Hsiang Yu
	
http://www.sciencemag.org/cgi/content/abstract/1151861v1



 TOPLESS Mediates Auxin-Dependent Transcriptional Repression During Arabidopsis Embryogenesis
	
	Heidi Szemenyei, Mike Hannon, and Jeff A. Long
	
http://www.sciencemag.org/cgi/content/abstract/1151461v1



 Land Clearing and the Biofuel Carbon Debt
	
	Joseph Fargione, Jason Hill, David Tilman, Stephen Polasky, and Peter Hawthorne
	
http://www.sciencemag.org/cgi/content/abstract/1152747v1



 Synaptic Protein Degradation Underlies Destabilization of Retrieved Fear Memory
	
	Sue-Hyun Lee, Jun-Hyeok Choi, Nuribalhae Lee, Hye-Ryeon Lee, Jae-Ick Kim, Nam-Kyung Yu, Sun-Lim Choi, Seung-Hee Lee, Hyoung Kim, and Bong-Kiun Kaang
	
http://www.sciencemag.org/cgi/content/abstract/1150541v1





Unsubscribe or edit your subscriptions for this service at:
http://www.sciencemag.org/cgi/alerts/main

Written requests to unsubscribe may be sent to:
Customer Service, 1454 Page Mill Road, Palo Alto, CA 94304, U.S.A.
















   




Magazine  |  News  |  Signaling |  Careers  |  Multimedia  |  Collections  |  Help  |  Site Map | RSS
Subscribe  |  Feedback  |  Privacy / Legal  |  About Us  | Advertise With Us  |  Contact Us

© 2008 American Association for the Advancement of Science. All Rights Reserved.AAAS is a partner of HINARI, AGORA, PatientInform, CrossRef, and COUNTER.",legit,Human-written,ai,legit,Human-written
"Science Scienceexpress Notification for 7 Feb 2008 


Science Online Science Express Alert





























>Current Issue |
>Previous Issue |
>Science Express |
>Science Products |

>My Science |
>About the Journal










Science Online Science Express Alert
New Science Science Express articles have been made available(for the period 31 Jan 2008 to 7 Feb 2008):
        



Reports

 Use of U.S. Croplands for Biofuels Increases Greenhouse Gases Through Emissions from Land Use Change
	
	Timothy Searchinger, Ralph Heimlich, R. A. Houghton, Fengxia Dong, Amani Elobeid, Jacinto Fabiosa, Simla Tokgoz, Dermot Hayes, and Tun-Hsiang Yu
	
http://www.sciencemag.org/cgi/content/abstract/1151861v1



 TOPLESS Mediates Auxin-Dependent Transcriptional Repression During Arabidopsis Embryogenesis
	
	Heidi Szemenyei, Mike Hannon, and Jeff A. Long
	
http://www.sciencemag.org/cgi/content/abstract/1151461v1



 Land Clearing and the Biofuel Carbon Debt
	
	Joseph Fargione, Jason Hill, David Tilman, Stephen Polasky, and Peter Hawthorne
	
http://www.sciencemag.org/cgi/content/abstract/1152747v1



 Synaptic Protein Degradation Underlies Destabilization of Retrieved Fear Memory
	
	Sue-Hyun Lee, Jun-Hyeok Choi, Nuribalhae Lee, Hye-Ryeon Lee, Jae-Ick Kim, Nam-Kyung Yu, Sun-Lim Choi, Seung-Hee Lee, Hyoung Kim, and Bong-Kiun Kaang
	
http://www.sciencemag.org/cgi/content/abstract/1150541v1





Unsubscribe or edit your subscriptions for this service at:
http://www.sciencemag.org/cgi/alerts/main

Written requests to unsubscribe may be sent to:
Customer Service, 1454 Page Mill Road, Palo Alto, CA 94304, U.S.A.
















   




Magazine  |  News  |  Signaling |  Careers  |  Multimedia  |  Collections  |  Help  |  Site Map | RSS
Subscribe  |  Feedback  |  Privacy / Legal  |  About Us  | Advertise With Us  |  Contact Us

© 2008 American Association for the Advancement of Science. All Rights Reserved.AAAS is a partner of HINARI, AGORA, PatientInform, CrossRef, and COUNTER.",legit,Human-written,deterministic,legit,Human-written
"Re: server is rejecting mail from single domain Jonathan Dill wrote:
> James D. Parra wrote:
>> I can suggest that to him, but this is a client so I can only ask. 
>> From the
>> client's vantage point, our server is the only one rejecting his mail, 
>> so I
>> need to tread politely.
>>
>> Concerning removing reject_non_fqdn_hostname (or
>> reject_non_fqdn_helo_hostname) is not something I want to do. If this
>> weren't a client of ours I wouldn't worry too much about it, but it is 
>> and I
>> must. Is there a way could add an exception to the main.cf for this 
>> domain
>> or IP address?
>>   
> 
> If he sent e-mail to me, my server would also reject it, then you would 
> not be alone.  But seriously, I wonder if setting up /etc/nsswitch.conf 
> to check ""files"" first and adding an entry to /etc/hosts would fix it e.g.
> 
> 64.22.240.195   ns.ky3.com
> 
> I am not sure how postfix verifies fqdn, if it uses the OS resolver 
> stack or some other method.

It is not the client hostname that is rejected, it's the helo name that the 
client itself determines to announces itself to the receiving server.

This is especially stupid since you have to configure the helo of your own system.

So you can only kick the admin of the server with the non-fqdn-helo or 
whitelist the client.

-- 
Sandy

List replies only please!
Please address PMs to: news-reply2 (@) japantest (.) homelinux (.) com",legit,Human-written,ai,legit,Human-written
"Re: server is rejecting mail from single domain Jonathan Dill wrote:
> James D. Parra wrote:
>> I can suggest that to him, but this is a client so I can only ask. 
>> From the
>> client's vantage point, our server is the only one rejecting his mail, 
>> so I
>> need to tread politely.
>>
>> Concerning removing reject_non_fqdn_hostname (or
>> reject_non_fqdn_helo_hostname) is not something I want to do. If this
>> weren't a client of ours I wouldn't worry too much about it, but it is 
>> and I
>> must. Is there a way could add an exception to the main.cf for this 
>> domain
>> or IP address?
>>   
> 
> If he sent e-mail to me, my server would also reject it, then you would 
> not be alone.  But seriously, I wonder if setting up /etc/nsswitch.conf 
> to check ""files"" first and adding an entry to /etc/hosts would fix it e.g.
> 
> 64.22.240.195   ns.ky3.com
> 
> I am not sure how postfix verifies fqdn, if it uses the OS resolver 
> stack or some other method.

It is not the client hostname that is rejected, it's the helo name that the 
client itself determines to announces itself to the receiving server.

This is especially stupid since you have to configure the helo of your own system.

So you can only kick the admin of the server with the non-fqdn-helo or 
whitelist the client.

-- 
Sandy

List replies only please!
Please address PMs to: news-reply2 (@) japantest (.) homelinux (.) com",legit,Human-written,deterministic,legit,Human-written
"[Bug 5780] [review] URI processing turns uuencoded strings into http URI's which then causes FPs http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5780


wrzzpv@sidney.com changed:

           What    |Removed                     |Added
----------------------------------------------------------------------------
            Summary|URI processing turns        |[review] URI processing
                   |uuencoded strings into http |turns uuencoded strings into
                   |URI's which then causes FPs |http URI's which then causes
                   |                            |FPs
  Status Whiteboard|                            |needs 2 votes for 3.2




------- Additional Comments From wrzzpv@sidney.com  2008-02-07 19:44 -------
Now that I've found and fixed bug 5813, I am more in favor of applying this fix
to branch 3.2 and then applying the bug 5813 fix on top of it. So I'm calling
for votes here and for bug 5813.




------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,ai,legit,Human-written
"[Bug 5780] [review] URI processing turns uuencoded strings into http URI's which then causes FPs http://issues.apache.org/SpamAssassin/show_bug.cgi?id=5780


wrzzpv@sidney.com changed:

           What    |Removed                     |Added
----------------------------------------------------------------------------
            Summary|URI processing turns        |[review] URI processing
                   |uuencoded strings into http |turns uuencoded strings into
                   |URI's which then causes FPs |http URI's which then causes
                   |                            |FPs
  Status Whiteboard|                            |needs 2 votes for 3.2




------- Additional Comments From wrzzpv@sidney.com  2008-02-07 19:44 -------
Now that I've found and fixed bug 5813, I am more in favor of applying this fix
to branch 3.2 and then applying the bug 5813 fix on top of it. So I'm calling
for votes here and for bug 5813.




------- You are receiving this mail because: -------
You are the assignee for the bug, or are watching the assignee.",legit,Human-written,deterministic,legit,Human-written
"Re: [opensuse] After SLES10 SP1 Update On Sat, Feb 09, 2008 at 09:18:34PM -0500, Chris Arnold wrote:
> Chris Arnold wrote:
> >I know this might be the wrong place to ask this but i am hoping that 
> >someone else is using SLES10 and did an update today.....
> >I have been updating php code all day today using gedit. This morning 
> >i did an update from ZMD and among other thing that were updated was 
> >readline. When i was finished updating code, i closed gedit....Then 
> >remembered i had to change something else before i called it quits. 
> >Much to my surprise, the file was all but black. Along with other 
> >files, blank. The reason i think it had something to do with the 
> >update or gedit, is b/c i tar'ed the folder up and copied it to my 
> >windoze box and said files have all the code in them???? I also opened 
> >the files in vim and they exhibited the same as gedit, some blank and 
> >some all but blank. I also restarted the server, same thing. Anybody 
> >else seen this?
> OK, i tried joe, which is a vim like text editor and the files appear as 
> they are suppose to (they are not blank or missing code). It has 
> something to do with the way gedit parses the php files. HTML files are 
> fine.

It sounds a bit like you enabled syntax highlighting in gedit and the
highliughter made it all blank.

Ciao, Marcus
-- 
To unsubscribe, e-mail: assipqff+nmekprykass@opensuse.org
For additional commands, e-mail: qybuovjs+kcmh@opensuse.org",legit,Human-written,ai,legit,Human-written
"Re: [opensuse] After SLES10 SP1 Update On Sat, Feb 09, 2008 at 09:18:34PM -0500, Chris Arnold wrote:
> Chris Arnold wrote:
> >I know this might be the wrong place to ask this but i am hoping that 
> >someone else is using SLES10 and did an update today.....
> >I have been updating php code all day today using gedit. This morning 
> >i did an update from ZMD and among other thing that were updated was 
> >readline. When i was finished updating code, i closed gedit....Then 
> >remembered i had to change something else before i called it quits. 
> >Much to my surprise, the file was all but black. Along with other 
> >files, blank. The reason i think it had something to do with the 
